m,TagName,
"2012-10-01 00:00:00","r","1266"
"2012-10-01 00:00:00","ruby","2262"
"2012-11-01 00:00:00","java","13630"
"2012-11-01 00:00:00","assembly","303"
"2012-11-01 00:00:00","c++","6279"
"2012-11-01 00:00:00","c#","12242"
"2012-11-01 00:00:00","c","3198"
"2012-11-01 00:00:00","delphi","444"
"2012-11-01 00:00:00","javascript","12359"
"2012-11-01 00:00:00","go","104"
"2012-11-01 00:00:00","r","1346"
"2012-11-01 00:00:00","perl","638"
"2012-11-01 00:00:00","ruby","2133"
"2012-11-01 00:00:00","php","11826"
"2012-11-01 00:00:00","python","6400"
"2012-11-01 00:00:00","swift","3"
"2012-12-01 00:00:00","java","12446"
"2012-12-01 00:00:00","delphi","429"
"2012-12-01 00:00:00","assembly","264"
"2012-12-01 00:00:00","c#","10962"
"2012-12-01 00:00:00","c","2570"
"2012-12-01 00:00:00","python","5765"
"2012-12-01 00:00:00","go","113"
"2012-12-01 00:00:00","c++","5689"
"2012-12-01 00:00:00","javascript","11749"
"2012-12-01 00:00:00","ruby","1906"
"2012-12-01 00:00:00","php","11109"
"2012-12-01 00:00:00","swift","3"
"2012-12-01 00:00:00","perl","555"
"2012-12-01 00:00:00","r","1216"
"2013-01-01 00:00:00","java","13736"
"2013-01-01 00:00:00","c#","12772"
"2013-01-01 00:00:00","c","2908"
"2013-01-01 00:00:00","c++","6046"
"2013-01-01 00:00:00","assembly","294"
"2013-01-01 00:00:00","delphi","483"
"2013-01-01 00:00:00","go","101"
"2013-01-01 00:00:00","python","6583"
"2013-01-01 00:00:00","perl","662"
"2013-01-01 00:00:00","javascript","13797"
"2013-01-01 00:00:00","r","1509"
"2013-01-01 00:00:00","swift","5"
"2013-01-01 00:00:00","php","12912"
"2013-01-01 00:00:00","ruby","2307"
"2013-02-01 00:00:00","php","12592"
"2013-02-01 00:00:00","assembly","323"
"2013-02-01 00:00:00","c#","12494"
"2013-02-01 00:00:00","go","117"
"2013-02-01 00:00:00","c++","6068"
"2013-02-01 00:00:00","delphi","449"
"2013-02-01 00:00:00","python","6733"
"2013-02-01 00:00:00","c","3096"
"2013-02-01 00:00:00","javascript","13635"
"2013-02-01 00:00:00","perl","750"
"2013-02-01 00:00:00","ruby","2223"
"2013-02-01 00:00:00","java","13717"
"2013-02-01 00:00:00","swift","6"
"2013-02-01 00:00:00","r","1659"
"2013-03-01 00:00:00","delphi","523"
"2013-03-01 00:00:00","assembly","365"
"2013-03-01 00:00:00","go","127"
"2013-03-01 00:00:00","java","15939"
"2013-03-01 00:00:00","c#","14249"
"2013-03-01 00:00:00","c","3443"
"2013-03-01 00:00:00","ruby","2562"
"2013-03-01 00:00:00","c++","7189"
"2013-03-01 00:00:00","php","14186"
"2013-03-01 00:00:00","perl","853"
"2013-03-01 00:00:00","swift","5"
"2013-03-01 00:00:00","javascript","15310"
"2013-03-01 00:00:00","python","7638"
"2013-03-01 00:00:00","r","1850"
"2013-04-01 00:00:00","c#","13902"
"2013-04-01 00:00:00","go","125"
"2013-04-01 00:00:00","python","7945"
"2013-04-01 00:00:00","c++","7144"
"2013-04-01 00:00:00","java","16253"
"2013-04-01 00:00:00","assembly","332"
"2013-04-01 00:00:00","c","3535"
"2013-04-01 00:00:00","perl","840"
"2013-04-01 00:00:00","javascript","15355"
"2013-04-01 00:00:00","delphi","512"
"2013-04-01 00:00:00","ruby","2465"
"2013-04-01 00:00:00","r","1840"
"2013-04-01 00:00:00","swift","6"
"2013-04-01 00:00:00","php","13475"
"2013-05-01 00:00:00","javascript","15083"
"2013-05-01 00:00:00","java","15329"
"2013-05-01 00:00:00","c#","13501"
"2013-05-01 00:00:00","c","3201"
"2013-05-01 00:00:00","php","13188"
"2013-05-01 00:00:00","assembly","301"
"2013-05-01 00:00:00","c++","6851"
"2013-05-01 00:00:00","go","143"
"2013-05-01 00:00:00","ruby","2346"
"2013-05-01 00:00:00","python","7827"
"2013-05-01 00:00:00","swift","2"
"2013-05-01 00:00:00","delphi","536"
"2013-05-01 00:00:00","perl","907"
"2013-05-01 00:00:00","r","1784"
"2013-06-01 00:00:00","delphi","474"
"2013-06-01 00:00:00","java","13987"
"2013-06-01 00:00:00","assembly","298"
"2013-06-01 00:00:00","c#","12824"
"2013-06-01 00:00:00","c","2949"
"2013-06-01 00:00:00","c++","6204"
"2013-06-01 00:00:00","perl","830"
"2013-06-01 00:00:00","python","7611"
"2013-06-01 00:00:00","go","176"
"2013-06-01 00:00:00","javascript","14653"
"2013-06-01 00:00:00","php","12814"
"2013-06-01 00:00:00","ruby","2228"
"2013-06-01 00:00:00","r","1779"
"2013-06-01 00:00:00","swift","3"
"2013-07-01 00:00:00","c++","6591"
"2013-07-01 00:00:00","assembly","299"
"2013-07-01 00:00:00","go","200"
"2013-07-01 00:00:00","c#","14227"
"2013-07-01 00:00:00","php","14449"
"2013-07-01 00:00:00","delphi","508"
"2013-07-01 00:00:00","c","3029"
"2013-07-01 00:00:00","python","8639"
"2013-07-01 00:00:00","javascript","16885"
"2013-07-01 00:00:00","perl","958"
"2013-07-01 00:00:00","java","15256"
"2013-07-01 00:00:00","ruby","2448"
"2013-07-01 00:00:00","r","1976"
"2013-07-01 00:00:00","swift","7"
"2013-08-01 00:00:00","javascript","16897"
"2013-08-01 00:00:00","assembly","214"
"2013-08-01 00:00:00","c","3015"
"2013-08-01 00:00:00","c#","13889"
"2013-08-01 00:00:00","java","15118"
"2013-08-01 00:00:00","php","14443"
"2013-08-01 00:00:00","c++","6267"
"2013-08-01 00:00:00","delphi","450"
"2013-08-01 00:00:00","perl","838"
"2013-08-01 00:00:00","python","7958"
"2013-08-01 00:00:00","r","1926"
"2013-08-01 00:00:00","go","208"
"2013-08-01 00:00:00","ruby","2490"
"2013-08-01 00:00:00","swift","3"
"2013-09-01 00:00:00","java","16327"
"2013-09-01 00:00:00","delphi","489"
"2013-09-01 00:00:00","assembly","293"
"2013-09-01 00:00:00","php","14365"
"2013-09-01 00:00:00","c++","6578"
"2013-09-01 00:00:00","c#","13798"
"2013-09-01 00:00:00","c","3406"
"2013-09-01 00:00:00","go","237"
"2013-09-01 00:00:00","javascript","17791"
"2013-09-01 00:00:00","ruby","2396"
"2013-09-01 00:00:00","perl","701"
"2013-09-01 00:00:00","swift","10"
"2013-09-01 00:00:00","python","7985"
"2013-09-01 00:00:00","r","1717"
"2013-10-01 00:00:00","assembly","379"
"2013-10-01 00:00:00","c++","7996"
"2013-10-01 00:00:00","java","18797"
"2013-10-01 00:00:00","c#","15236"
"2013-10-01 00:00:00","delphi","524"
"2013-10-01 00:00:00","javascript","19819"
"2013-10-01 00:00:00","c","4246"
"2013-10-01 00:00:00","go","212"
"2013-10-01 00:00:00","perl","820"
"2013-10-01 00:00:00","ruby","2791"
"2013-10-01 00:00:00","r","2099"
"2013-10-01 00:00:00","swift","9"
"2013-10-01 00:00:00","php","15455"
"2013-10-01 00:00:00","python","9521"
"2013-11-01 00:00:00","java","18840"
"2013-11-01 00:00:00","c#","14640"
"2013-11-01 00:00:00","go","209"
"2013-11-01 00:00:00","javascript","18580"
"2013-11-01 00:00:00","assembly","420"
"2013-11-01 00:00:00","c++","8164"
"2013-11-01 00:00:00","c","4300"
"2013-11-01 00:00:00","php","15030"
"2013-11-01 00:00:00","python","9520"
"2013-11-01 00:00:00","ruby","2578"
"2013-11-01 00:00:00","perl","826"
"2013-11-01 00:00:00","swift","5"
"2013-11-01 00:00:00","delphi","462"
"2013-11-01 00:00:00","r","2191"
"2013-12-01 00:00:00","assembly","358"
"2013-12-01 00:00:00","delphi","450"
"2013-12-01 00:00:00","c++","7036"
"2013-12-01 00:00:00","c","3507"
"2013-12-01 00:00:00","java","17531"
"2013-12-01 00:00:00","c#","13667"
"2013-12-01 00:00:00","python","8488"
"2013-12-01 00:00:00","go","240"
"2013-12-01 00:00:00","perl","766"
"2013-12-01 00:00:00","javascript","18103"
"2013-12-01 00:00:00","swift","10"
"2013-12-01 00:00:00","r","1911"
"2013-12-01 00:00:00","ruby","2452"
"2013-12-01 00:00:00","php","14559"
"2014-01-01 00:00:00","php","16951"
"2014-01-01 00:00:00","c#","15383"
"2014-01-01 00:00:00","go","303"
"2014-01-01 00:00:00","assembly","340"
"2014-01-01 00:00:00","c++","7711"
"2014-01-01 00:00:00","python","9859"
"2014-01-01 00:00:00","c","3741"
"2014-01-01 00:00:00","delphi","493"
"2014-01-01 00:00:00","javascript","21197"
"2014-01-01 00:00:00","perl","816"
"2014-01-01 00:00:00","java","18754"
"2014-01-01 00:00:00","ruby","2773"
"2014-01-01 00:00:00","r","2357"
"2014-01-01 00:00:00","swift","5"
"2014-02-01 00:00:00","javascript","21251"
"2014-02-01 00:00:00","assembly","376"
"2014-02-01 00:00:00","c","3981"
"2014-02-01 00:00:00","c#","15156"
"2014-02-01 00:00:00","java","19367"
"2014-02-01 00:00:00","php","16707"
"2014-02-01 00:00:00","c++","7702"
"2014-02-01 00:00:00","delphi","492"
"2014-02-01 00:00:00","perl","802"
"2014-02-01 00:00:00","python","9929"
"2014-02-01 00:00:00","r","2621"
"2014-02-01 00:00:00","go","205"
"2014-02-01 00:00:00","ruby","2615"
"2014-02-01 00:00:00","swift","12"
"2014-03-01 00:00:00","assembly","453"
"2014-03-01 00:00:00","c#","16227"
"2014-03-01 00:00:00","python","11445"
"2014-03-01 00:00:00","c++","8691"
"2014-03-01 00:00:00","go","255"
"2014-03-01 00:00:00","java","22050"
"2014-03-01 00:00:00","delphi","441"
"2014-03-01 00:00:00","c","4576"
"2014-03-01 00:00:00","perl","913"
"2014-03-01 00:00:00","javascript","22735"
"2014-03-01 00:00:00","php","18490"
"2014-03-01 00:00:00","ruby","2954"
"2014-03-01 00:00:00","r","2816"
"2014-03-01 00:00:00","swift","4"
"2014-04-01 00:00:00","c","4023"
"2014-04-01 00:00:00","perl","828"
"2014-04-01 00:00:00","c#","15380"
"2014-04-01 00:00:00","delphi","391"
"2014-04-01 00:00:00","java","20987"
"2014-04-01 00:00:00","assembly","366"
"2014-04-01 00:00:00","javascript","21544"
"2014-04-01 00:00:00","go","342"
"2014-04-01 00:00:00","r","2741"
"2014-04-01 00:00:00","php","17866"
"2014-04-01 00:00:00","c++","8151"
"2014-04-01 00:00:00","python","10799"
"2014-04-01 00:00:00","swift","4"
"2014-04-01 00:00:00","ruby","2751"
"2014-05-01 00:00:00","java","18042"
"2014-05-01 00:00:00","delphi","474"
"2014-05-01 00:00:00","c","3275"
"2014-05-01 00:00:00","python","9284"
"2014-05-01 00:00:00","c++","6810"
"2014-05-01 00:00:00","c#","13957"
"2014-05-01 00:00:00","assembly","332"
"2014-05-01 00:00:00","ruby","2683"
"2014-05-01 00:00:00","javascript","19888"
"2014-05-01 00:00:00","go","280"
"2014-05-01 00:00:00","swift","9"
"2014-05-01 00:00:00","perl","805"
"2014-05-01 00:00:00","r","2587"
"2014-05-01 00:00:00","php","14916"
"2014-06-01 00:00:00","java","15976"
"2014-06-01 00:00:00","delphi","414"
"2014-06-01 00:00:00","javascript","18390"
"2014-06-01 00:00:00","python","8940"
"2014-06-01 00:00:00","assembly","271"
"2014-06-01 00:00:00","c#","12564"
"2014-06-01 00:00:00","c","2778"
"2014-06-01 00:00:00","c++","5688"
"2014-06-01 00:00:00","perl","687"
"2014-06-01 00:00:00","php","13150"
"2014-06-01 00:00:00","r","2402"
"2014-06-01 00:00:00","ruby","2341"
"2014-06-01 00:00:00","go","288"
"2014-06-01 00:00:00","swift","2412"
"2014-07-01 00:00:00","javascript","20212"
"2014-07-01 00:00:00","c++","6290"
"2014-07-01 00:00:00","c#","13737"
"2014-07-01 00:00:00","assembly","217"
"2014-07-01 00:00:00","java","17435"
"2014-07-01 00:00:00","c","2843"
"2014-07-01 00:00:00","delphi","446"
"2014-07-01 00:00:00","php","14407"
"2014-07-01 00:00:00","go","454"
"2014-07-01 00:00:00","perl","738"
"2014-07-01 00:00:00","python","9945"
"2014-07-01 00:00:00","r","2642"
"2014-07-01 00:00:00","ruby","2565"
"2014-07-01 00:00:00","swift","1645"
"2014-08-01 00:00:00","delphi","424"
"2014-08-01 00:00:00","java","15795"
"2014-08-01 00:00:00","assembly","183"
"2014-08-01 00:00:00","c#","12543"
"2014-08-01 00:00:00","c","2684"
"2014-08-01 00:00:00","c++","5893"
"2014-08-01 00:00:00","perl","689"
"2014-08-01 00:00:00","go","405"
"2014-08-01 00:00:00","python","9137"
"2014-08-01 00:00:00","javascript","18533"
"2014-08-01 00:00:00","r","2481"
"2014-08-01 00:00:00","php","13313"
"2014-08-01 00:00:00","swift","1702"
"2014-08-01 00:00:00","ruby","2477"
"2014-09-01 00:00:00","c#","12362"
"2014-09-01 00:00:00","assembly","287"
"2014-09-01 00:00:00","c++","6216"
"2014-09-01 00:00:00","python","8795"
"2014-09-01 00:00:00","java","16768"
"2014-09-01 00:00:00","go","392"
"2014-09-01 00:00:00","c","3240"
"2014-09-01 00:00:00","delphi","447"
"2014-09-01 00:00:00","javascript","18197"
"2014-09-01 00:00:00","perl","689"
"2014-09-01 00:00:00","ruby","2282"
"2014-09-01 00:00:00","php","13473"
"2014-09-01 00:00:00","swift","1907"
"2014-09-01 00:00:00","r","2370"
"2014-10-01 00:00:00","c#","12605"
"2014-10-01 00:00:00","javascript","18976"
"2014-10-01 00:00:00","java","17963"
"2014-10-01 00:00:00","go","383"
"2014-10-01 00:00:00","c++","6853"
"2014-10-01 00:00:00","php","13720"
"2014-10-01 00:00:00","assembly","391"
"2014-10-01 00:00:00","c","3812"
"2014-10-01 00:00:00","ruby","2345"
"2014-10-01 00:00:00","perl","646"
"2014-10-01 00:00:00","python","9598"
"2014-10-01 00:00:00","delphi","411"
"2014-10-01 00:00:00","swift","2467"
"2014-10-01 00:00:00","r","2782"
"2014-11-01 00:00:00","java","17909"
"2014-11-01 00:00:00","delphi","429"
"2014-11-01 00:00:00","assembly","388"
"2014-11-01 00:00:00","c#","11915"
"2014-11-01 00:00:00","c++","6580"
"2014-11-01 00:00:00","python","9596"
"2014-11-01 00:00:00","c","3684"
"2014-11-01 00:00:00","ruby","2119"
"2014-11-01 00:00:00","javascript","18038"
"2014-11-01 00:00:00","perl","662"
"2014-11-01 00:00:00","swift","2568"
"2014-11-01 00:00:00","go","336"
"2014-11-01 00:00:00","php","13145"
"2014-11-01 00:00:00","r","2711"
"2014-12-01 00:00:00","c++","6098"
"2014-12-01 00:00:00","assembly","329"
"2014-12-01 00:00:00","c#","11130"
"2014-12-01 00:00:00","go","350"
"2014-12-01 00:00:00","php","12447"
"2014-12-01 00:00:00","delphi","314"
"2014-12-01 00:00:00","python","9060"
"2014-12-01 00:00:00","c","3162"
"2014-12-01 00:00:00","javascript","17058"
"2014-12-01 00:00:00","perl","569"
"2014-12-01 00:00:00","ruby","2154"
"2014-12-01 00:00:00","java","16437"
"2014-12-01 00:00:00","swift","2497"
"2014-12-01 00:00:00","r","2363"
"2015-01-01 00:00:00","javascript","18588"
"2015-01-01 00:00:00","c","3218"
"2015-01-01 00:00:00","c#","11787"
"2015-01-01 00:00:00","assembly","333"
"2015-01-01 00:00:00","java","16585"
"2015-01-01 00:00:00","c++","6145"
"2015-01-01 00:00:00","delphi","380"
"2015-01-01 00:00:00","php","13728"
"2015-01-01 00:00:00","go","469"
"2015-01-01 00:00:00","perl","598"
"2015-01-01 00:00:00","python","9709"
"2015-01-01 00:00:00","r","2696"
"2015-01-01 00:00:00","ruby","2435"
"2015-01-01 00:00:00","swift","3065"
"2015-02-01 00:00:00","delphi","416"
"2015-02-01 00:00:00","java","16816"
"2015-02-01 00:00:00","assembly","359"
"2015-02-01 00:00:00","php","13618"
"2015-02-01 00:00:00","c","3376"
"2015-02-01 00:00:00","c++","6492"
"2015-02-01 00:00:00","perl","572"
"2015-02-01 00:00:00","c#","11836"
"2015-02-01 00:00:00","python","10228"
"2015-02-01 00:00:00","javascript","18734"
"2015-02-01 00:00:00","r","2979"
"2015-02-01 00:00:00","go","384"
"2015-02-01 00:00:00","ruby","2260"
"2015-02-01 00:00:00","swift","3246"
"2015-03-01 00:00:00","assembly","390"
"2015-03-01 00:00:00","javascript","20613"
"2015-03-01 00:00:00","c","3925"
"2015-03-01 00:00:00","delphi","411"
"2015-03-01 00:00:00","perl","664"
"2015-03-01 00:00:00","c#","13303"
"2015-03-01 00:00:00","java","19840"
"2015-03-01 00:00:00","go","469"
"2015-03-01 00:00:00","php","15043"
"2015-03-01 00:00:00","python","11645"
"2015-03-01 00:00:00","r","3570"
"2015-03-01 00:00:00","c++","7409"
"2015-03-01 00:00:00","ruby","2466"
"2015-03-01 00:00:00","swift","3606"
"2015-04-01 00:00:00","php","15085"
"2015-04-01 00:00:00","java","19877"
"2015-04-01 00:00:00","c++","7162"
"2015-04-01 00:00:00","c","3960"
"2015-04-01 00:00:00","javascript","20973"
"2015-04-01 00:00:00","assembly","442"
"2015-04-01 00:00:00","c#","13134"
"2015-04-01 00:00:00","go","390"
"2015-04-01 00:00:00","python","11477"
"2015-04-01 00:00:00","perl","587"
"2015-04-01 00:00:00","ruby","2509"
"2015-04-01 00:00:00","delphi","391"
"2015-04-01 00:00:00","swift","4030"
"2015-04-01 00:00:00","r","3333"
"2015-05-01 00:00:00","java","18599"
"2015-05-01 00:00:00","delphi","400"
"2015-05-01 00:00:00","c++","6839"
"2015-05-01 00:00:00","javascript","22225"
"2015-05-01 00:00:00","assembly","372"
"2015-05-01 00:00:00","c#","13418"
"2015-05-01 00:00:00","python","11246"
"2015-05-01 00:00:00","c","3531"
"2015-05-01 00:00:00","r","3433"
"2015-05-01 00:00:00","php","14674"
"2015-05-01 00:00:00","ruby","2510"
"2015-05-01 00:00:00","go","396"
"2015-05-01 00:00:00","perl","538"
"2015-05-01 00:00:00","swift","3813"
"2015-06-01 00:00:00","delphi","388"
"2015-06-01 00:00:00","javascript","22683"
"2015-06-01 00:00:00","perl","594"
"2015-06-01 00:00:00","java","17907"
"2015-06-01 00:00:00","assembly","266"
"2015-06-01 00:00:00","c#","13579"
"2015-06-01 00:00:00","r","3438"
"2015-06-01 00:00:00","c","3175"
"2015-06-01 00:00:00","python","11836"
"2015-06-01 00:00:00","php","14470"
"2015-06-01 00:00:00","go","422"
"2015-06-01 00:00:00","c++","6533"
"2015-06-01 00:00:00","ruby","2581"
"2015-06-01 00:00:00","swift","4339"
"2015-07-01 00:00:00","delphi","385"
"2015-07-01 00:00:00","java","18746"
"2015-07-01 00:00:00","go","468"
"2015-07-01 00:00:00","assembly","260"
"2015-07-01 00:00:00","c#","14161"
"2015-07-01 00:00:00","c++","6724"
"2015-07-01 00:00:00","ruby","2586"
"2015-07-01 00:00:00","c","2820"
"2015-07-01 00:00:00","php","15485"
"2015-07-01 00:00:00","javascript","24056"
"2015-07-01 00:00:00","perl","591"
"2015-07-01 00:00:00","swift","5159"
"2015-07-01 00:00:00","python","12354"
"2015-07-01 00:00:00","r","3985"
"2015-08-01 00:00:00","c#","13274"
"2015-08-01 00:00:00","assembly","219"
"2015-08-01 00:00:00","python","11251"
"2015-08-01 00:00:00","c++","5889"
"2015-08-01 00:00:00","java","17132"
"2015-08-01 00:00:00","go","449"
"2015-08-01 00:00:00","c","2585"
"2015-08-01 00:00:00","delphi","388"
"2015-08-01 00:00:00","javascript","22206"
"2015-08-01 00:00:00","r","3497"
"2015-08-01 00:00:00","ruby","2320"
"2015-08-01 00:00:00","perl","567"
"2015-08-01 00:00:00","swift","5096"
"2015-08-01 00:00:00","php","14337"
"2015-09-01 00:00:00","c","3091"
"2015-09-01 00:00:00","delphi","359"
"2015-09-01 00:00:00","perl","485"
"2015-09-01 00:00:00","javascript","21461"
"2015-09-01 00:00:00","java","16991"
"2015-09-01 00:00:00","go","426"
"2015-09-01 00:00:00","assembly","257"
"2015-09-01 00:00:00","c#","12943"
"2015-09-01 00:00:00","r","3336"
"2015-09-01 00:00:00","python","10993"
"2015-09-01 00:00:00","php","13599"
"2015-09-01 00:00:00","c++","5924"
"2015-09-01 00:00:00","ruby","2166"
"2015-09-01 00:00:00","swift","4565"
"2015-10-01 00:00:00","delphi","422"
"2015-10-01 00:00:00","java","18590"
"2015-10-01 00:00:00","c","3685"
"2015-10-01 00:00:00","c#","12825"
"2015-10-01 00:00:00","assembly","432"
"2015-10-01 00:00:00","c++","7060"
"2015-10-01 00:00:00","go","429"
"2015-10-01 00:00:00","python","12522"
"2015-10-01 00:00:00","perl","517"
"2015-10-01 00:00:00","javascript","21875"
"2015-10-01 00:00:00","r","3685"
"2015-10-01 00:00:00","ruby","2196"
"2015-10-01 00:00:00","php","13994"
"2015-10-01 00:00:00","swift","4315"
"2015-11-01 00:00:00","java","17824"
"2015-11-01 00:00:00","javascript","21326"
"2015-11-01 00:00:00","python","12328"
"2015-11-01 00:00:00","delphi","391"
"2015-11-01 00:00:00","assembly","404"
"2015-11-01 00:00:00","c","3621"
"2015-11-01 00:00:00","c++","7102"
"2015-11-01 00:00:00","c#","12415"
"2015-11-01 00:00:00","perl","475"
"2015-11-01 00:00:00","php","13403"
"2015-11-01 00:00:00","ruby","1961"
"2015-11-01 00:00:00","go","435"
"2015-11-01 00:00:00","r","3542"
"2015-11-01 00:00:00","swift","4329"
"2015-12-01 00:00:00","java","16591"
"2015-12-01 00:00:00","c#","12175"
"2015-12-01 00:00:00","c++","6574"
"2015-12-01 00:00:00","assembly","352"
"2015-12-01 00:00:00","javascript","21137"
"2015-12-01 00:00:00","delphi","314"
"2015-12-01 00:00:00","c","3094"
"2015-12-01 00:00:00","php","13850"
"2015-12-01 00:00:00","perl","488"
"2015-12-01 00:00:00","go","426"
"2015-12-01 00:00:00","r","3183"
"2015-12-01 00:00:00","python","11673"
"2015-12-01 00:00:00","ruby","2031"
"2015-12-01 00:00:00","swift","4389"
"2016-01-01 00:00:00","assembly","248"
"2016-01-01 00:00:00","delphi","318"
"2016-01-01 00:00:00","java","16677"
"2016-01-01 00:00:00","c#","12400"
"2016-01-01 00:00:00","c","3053"
"2016-01-01 00:00:00","go","496"
"2016-01-01 00:00:00","c++","6115"
"2016-01-01 00:00:00","php","14660"
"2016-01-01 00:00:00","perl","459"
"2016-01-01 00:00:00","ruby","2148"
"2016-01-01 00:00:00","javascript","22562"
"2016-01-01 00:00:00","python","12382"
"2016-01-01 00:00:00","swift","4803"
"2016-01-01 00:00:00","r","3540"
"2016-02-01 00:00:00","c#","12770"
"2016-02-01 00:00:00","assembly","350"
"2016-02-01 00:00:00","python","13277"
"2016-02-01 00:00:00","c++","6574"
"2016-02-01 00:00:00","java","17889"
"2016-02-01 00:00:00","go","542"
"2016-02-01 00:00:00","c","3282"
"2016-02-01 00:00:00","delphi","356"
"2016-02-01 00:00:00","javascript","22523"
"2016-02-01 00:00:00","perl","507"
"2016-02-01 00:00:00","ruby","2250"
"2016-02-01 00:00:00","php","14998"
"2016-02-01 00:00:00","swift","4762"
"2016-02-01 00:00:00","r","3601"
"2016-03-01 00:00:00","delphi","340"
"2016-03-01 00:00:00","java","19955"
"2016-03-01 00:00:00","go","595"
"2016-03-01 00:00:00","c#","13650"
"2016-03-01 00:00:00","assembly","436"
"2016-03-01 00:00:00","c","3461"
"2016-03-01 00:00:00","r","4049"
"2016-03-01 00:00:00","python","14094"
"2016-03-01 00:00:00","perl","471"
"2016-03-01 00:00:00","javascript","24140"
"2016-03-01 00:00:00","php","15207"
"2016-03-01 00:00:00","c++","7044"
"2016-03-01 00:00:00","ruby","2266"
"2016-03-01 00:00:00","swift","5091"
"2016-04-01 00:00:00","assembly","412"
"2016-04-01 00:00:00","c#","13751"
"2016-04-01 00:00:00","python","13690"
"2016-04-01 00:00:00","c","3362"
"2016-04-01 00:00:00","java","19532"
"2016-04-01 00:00:00","delphi","323"
"2016-04-01 00:00:00","c++","6913"
"2016-04-01 00:00:00","go","603"
"2016-04-01 00:00:00","perl","497"
"2016-04-01 00:00:00","javascript","23495"
"2016-04-01 00:00:00","ruby","2215"
"2016-04-01 00:00:00","php","14539"
"2016-04-01 00:00:00","r","4131"
"2016-04-01 00:00:00","swift","4770"
"2016-05-01 00:00:00","javascript","23054"
"2016-05-01 00:00:00","c#","13543"
"2016-05-01 00:00:00","c","2726"
"2016-05-01 00:00:00","python","13147"
"2016-05-01 00:00:00","assembly","323"
"2016-05-01 00:00:00","delphi","337"
"2016-05-01 00:00:00","java","17084"
"2016-05-01 00:00:00","ruby","2132"
"2016-05-01 00:00:00","c++","6147"
"2016-05-01 00:00:00","php","14515"
"2016-05-01 00:00:00","r","3803"
"2016-05-01 00:00:00","go","581"
"2016-05-01 00:00:00","perl","495"
"2016-05-01 00:00:00","swift","4440"
"2016-06-01 00:00:00","java","15949"
"2016-06-01 00:00:00","delphi","281"
"2016-06-01 00:00:00","r","3867"
"2016-06-01 00:00:00","php","13712"
"2016-06-01 00:00:00","c","2307"
"2016-06-01 00:00:00","c#","13096"
"2016-06-01 00:00:00","assembly","288"
"2016-06-01 00:00:00","c++","5731"
"2016-06-01 00:00:00","javascript","22189"
"2016-06-01 00:00:00","go","550"
"2016-06-01 00:00:00","perl","444"
"2016-06-01 00:00:00","ruby","2113"
"2016-06-01 00:00:00","python","12938"
"2016-06-01 00:00:00","swift","4813"
"2016-07-01 00:00:00","c++","5482"
"2016-07-01 00:00:00","assembly","201"
"2016-07-01 00:00:00","c#","12044"
"2016-07-01 00:00:00","java","14970"
"2016-07-01 00:00:00","javascript","22230"
"2016-07-01 00:00:00","delphi","243"
"2016-07-01 00:00:00","go","538"
"2016-07-01 00:00:00","c","2351"
"2016-07-01 00:00:00","ruby","1905"
"2016-07-01 00:00:00","php","12976"
"2016-07-01 00:00:00","swift","4950"
"2016-07-01 00:00:00","perl","425"
"2016-07-01 00:00:00","python","12853"
"2016-07-01 00:00:00","r","3747"
"2016-08-01 00:00:00","python","12935"
"2016-08-01 00:00:00","java","15209"
"2016-08-01 00:00:00","assembly","258"
"2016-08-01 00:00:00","javascript","22708"
"2016-08-01 00:00:00","c","2219"
"2016-08-01 00:00:00","c#","12754"
"2016-08-01 00:00:00","perl","462"
"2016-08-01 00:00:00","ruby","1882"
"2016-08-01 00:00:00","delphi","338"
"2016-08-01 00:00:00","c++","5026"
"2016-08-01 00:00:00","php","12935"
"2016-08-01 00:00:00","swift","4916"
"2016-08-01 00:00:00","go","576"
"2016-08-01 00:00:00","r","3789"
"2016-09-01 00:00:00","delphi","288"
"2016-09-01 00:00:00","java","14712"
"2016-09-01 00:00:00","assembly","334"
"2016-09-01 00:00:00","c#","11137"
"2016-09-01 00:00:00","go","513"
"2016-09-01 00:00:00","c","2518"
"2016-09-01 00:00:00","php","12205"
"2016-09-01 00:00:00","python","12368"
"2016-09-01 00:00:00","perl","468"
"2016-09-01 00:00:00","javascript","20478"
"2016-09-01 00:00:00","r","3303"
"2016-09-01 00:00:00","c++","5152"
"2016-09-01 00:00:00","ruby","1928"
"2016-09-01 00:00:00","swift","4880"
"2016-10-01 00:00:00","php","12313"
"2016-10-01 00:00:00","assembly","397"
"2016-10-01 00:00:00","go","533"
"2016-10-01 00:00:00","c#","11483"
"2016-10-01 00:00:00","c++","5991"
"2016-10-01 00:00:00","delphi","268"
"2016-10-01 00:00:00","c","3219"
"2016-10-01 00:00:00","python","13524"
"2016-10-01 00:00:00","javascript","20472"
"2016-10-01 00:00:00","java","15368"
"2016-10-01 00:00:00","ruby","1821"
"2016-10-01 00:00:00","perl","411"
"2016-10-01 00:00:00","swift","4737"
"2016-10-01 00:00:00","r","3787"
"2016-11-01 00:00:00","c","3275"
"2016-11-01 00:00:00","c#","11677"
"2016-11-01 00:00:00","javascript","20545"
"2016-11-01 00:00:00","python","14206"
"2016-11-01 00:00:00","assembly","412"
"2016-11-01 00:00:00","delphi","273"
"2016-11-01 00:00:00","java","15682"
